[main_pcf_ver4.py:26 -             <module>() ] 2022-06-24 04:02:03,929 main: Start script
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:20,619 Serial<id=0xb665def8, open=True>(port='/dev/ttyACM0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=None, xonxoff=False, rtscts=False, dsrdtr=False)
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:20,619 Connect arduino s.name fuction answer :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:20,620 /dev/ttyACM0
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:20,620 Start collect weight
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:21,838 First weight from Arduino
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:21,838 b'257.7\r\n'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:21,838 After s.readline function
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:21,840 Weight new after cleaning :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:21,840 257.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:23,583 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:23,583 281.6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:23,583 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:23,597 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:23,815 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:23,818 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:23,818 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:23,819 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:23,819 b'254282'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:23,819 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:25,327 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:25,328 285.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:25,328 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:25,333 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:25,551 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:25,556 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:25,556 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:25,556 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:25,557 b'254285'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:25,557 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:27,072 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:27,072 289.2
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:27,073 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:27,078 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:27,204 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:27,207 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:27,207 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:27,207 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:27,207 b'254288'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:27,208 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:28,817 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:28,817 277.0
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:28,817 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:28,823 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:28,954 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:28,956 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:28,957 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:28,957 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:28,957 b'254291'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:28,958 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:30,558 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:30,558 315.1
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:30,559 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:30,564 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:30,677 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:30,679 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:30,679 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:30,679 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:30,680 b'254294'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:30,680 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:32,302 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:32,303 285.6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:32,303 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:32,308 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:32,509 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:32,511 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:32,512 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:32,512 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:32,512 b'254297'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:32,512 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:34,047 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:34,048 295.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:34,048 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:34,053 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:34,282 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:34,285 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:34,285 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:34,285 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:34,286 b'254300'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:34,286 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:35,792 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:35,792 292.9
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:35,793 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:35,799 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:35,890 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:35,892 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:35,892 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:35,893 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:35,893 b'254303'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:35,893 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:37,537 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:37,537 295.5
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:37,537 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:37,542 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:37,691 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:37,694 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:37,694 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:37,694 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:37,695 b'254306'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:37,695 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:39,281 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:39,282 296.5
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:39,282 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:39,287 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:39,434 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:39,436 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:39,436 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:39,436 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:39,437 b'254309'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:39,437 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:41,026 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:41,026 295.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:41,028 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:41,033 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:41,186 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:41,188 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:41,189 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:41,189 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:41,190 b'254312'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:41,190 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:42,771 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:42,771 295.3
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:42,772 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:42,777 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:44,832 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:44,835 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:44,835 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:44,835 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:44,836 b'254315'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:44,836 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:44,837 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:44,837 295.5
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:44,837 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:44,843 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:45,775 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:45,778 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:45,778 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:45,778 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:45,779 b'254318'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:45,779 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:46,256 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:46,257 295.5
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:46,258 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:46,263 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:46,434 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:46,437 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:46,437 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:46,437 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:46,438 b'254321'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:46,438 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:48,001 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:48,002 295.9
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:48,002 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:48,007 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:48,150 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:48,152 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:48,152 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:48,152 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:48,152 b'254324'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:48,153 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:49,746 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:49,746 297.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:49,747 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:49,752 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:49,962 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:49,964 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:49,964 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:49,965 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:49,965 b'254326'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:49,965 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:51,491 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:51,492 298.4
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:51,493 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:51,498 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:51,647 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:51,649 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:51,650 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:51,650 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:51,650 b'254328'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:51,651 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:53,235 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:53,236 298.6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:53,236 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:53,241 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:53,501 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:53,504 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:53,504 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:53,504 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:53,505 b'254330'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:53,505 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:54,980 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:54,981 299.1
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:54,981 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:54,986 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:55,102 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:55,104 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:55,104 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:55,104 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:55,105 b'254331'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:55,105 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:56,725 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:56,727 299.6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:56,728 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:56,733 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:56,868 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:56,871 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:56,871 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:56,871 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:56,872 b'254333'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:56,872 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:58,466 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:58,466 300.8
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:58,466 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:10:58,472 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:10:58,602 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:58,604 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:58,605 <Response [200]>
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:58,605 Content from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:10:58,605 b'254335'
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:10:58,606 4 step send RawData
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:11:00,211 Weight from Arduino :
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:11:00,211 301.7
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:11:00,211 START SEND RawDATA TO SERVER:
[connectionpool.py:227 -            _new_conn() ] 2022-06-24 06:11:00,216 Starting new HTTP connection (1): 194.4.56.86:8501
[connectionpool.py:452 -        _make_request() ] 2022-06-24 06:11:00,422 http://194.4.56.86:8501 "POST /api/RawWeights HTTP/1.1" 200 6
[lib_pcf_ver4.py:24 -            print_log() ] 2022-06-24 06:11:00,424 Answer from RawData server: 
[lib_pcf_ver4.py:26 -            print_log() ] 2022-06-24 06:11:00,424 <Response [200]>
